,char,tone,rime,ipa,tone_class,pinyin,jyutping,hangul,rime_index,meter_class
2607,曉,上,篠,xew,X,xiǎo,hiu2,효,8,0
2608,曏,上,養,xjang,X,xiàng,hoeng2,향,11,0
2609,曖,去,泰,'aj,H,ài,oi3,애,5,0
2610,曙,去,御,dzyo,H,shù,cyu5,서,4,0
2611,曚,上,董,muwng,X,méng,mung4,몽,1,0
2612,曛,平,文,xjun,L,xūn,fan1,훈,6,1
2613,曜,去,笑,yew,H,yào,jiu6,요,8,0
2614,曝,去,号,baw,H,pù,buk6,폭,8,0
2615,曠,去,宕,khwang,H,kuàng,kwong3,광,11,0
2616,曦,平,支,xje,L,xī,hei1,희,3,1
2617,曨,平,東,luwng,L,lóng,lung4,농,1,1
2618,曩,上,蕩,nang,X,nǎng,nong5,낭,11,0
2619,曬,去,寘,srje,H,shài,saai3,쇄,3,0
2620,曰,入,月,hjwot,E,yuē,joek6,왈,6,0
2621,曲,入,燭,khjowk,E,qū,kuk1,곡,1,0
2622,曳,去,祭,yej,H,yè,jai6,예,5,0
2623,更,平,庚,kaeng,L,gèng,gang1,경,12,1
2624,曵,去,祭,yej,H,yè,jai6,예,5,0
2625,曶,入,沒,xwot,E,hū,fat1,홀,6,0
2626,曷,入,曷,hat,E,hé,hot3,갈,7,0
2627,書,平,魚,syo,L,shū,syu1,서,4,1
2628,曹,平,豪,dzaw,L,cáo,cou4,조,8,1
2629,曺,平,豪,dzaw,L,cáo,cou4,조,8,1
2630,曼,平,桓,man,L,màn,maan6,만,7,1
2631,曽,平,登,tsong,L,cēng,zang1,증,13,1
2632,曾,平,登,tsong,L,céng,zang1,증,13,1
2633,替,去,霽,thej,H,tì,tai3,체,5,0
2634,最,去,泰,tswaj,H,zùi,zeoi3,최,5,0
2635,會,去,泰,hwaj,H,hùi,wui6,회,5,0
2636,朅,入,薛,khjet,E,qiè,kit3,걸,7,0
2637,月,入,月,ngjwot,E,yuè,jyut6,월,6,0
2638,有,上,有,hjuw,X,yǒu,jau5,유,14,0
2639,朋,平,登,bong,L,péng,pang4,붕,13,1
2640,服,入,屋,bjuwk,E,fú,fuk6,복,1,0
2641,朏,上,尾,phj+j,X,fěi,fei2,굴,3,0
2642,朐,平,虞,gju,L,qú,keoi4,구,4,1
2643,朓,上,篠,thew,X,tiào,tiu3,조,8,0
2644,朔,入,覺,sraewk,E,shuò,sok3,삭,2,0
2645,朕,上,寑,drim,X,zhèn,zam6,짐,15,0
2646,朗,上,蕩,lang,X,lǎng,long5,낭,11,0
2647,朙,平,庚,mjaeng,L,míng,ming4,명,12,1
2648,望,平,陽,mjang,L,wàng,mong6,망,11,1
2649,朝,平,宵,trjew,L,zhāo,ciu4,조,8,1
2650,朞,平,之,gi,L,jī,gei1,기,3,1
2651,期,平,之,gi,L,qī,kei4,기,3,1
2652,朦,平,東,muwng,L,méng,mung4,몽,1,1
2653,朧,平,東,luwng,L,lóng,lung4,농,1,1
2654,木,入,屋,muwk,E,mù,muk6,목,1,0
2655,未,去,未,mj+j,H,wèi,mei6,미,3,0
2656,末,入,末,mat,E,mò,mut6,말,7,0
2657,本,平,豪,thaw,L,běn,bun2,본,8,1
2658,札,入,鎋,tsreat,E,zhá,zaat3,찰,7,0
2659,术,入,術,zywit,E,zhú,seot6,출,6,0
2660,朱,平,虞,tsyu,L,zhū,zyu1,주,4,1
2661,朴,平,模,bu,L,pò,pok3,박,4,1
2662,朵,上,果,twa,X,duǒ,do2,타,9,0
2663,朶,上,果,twa,X,duǒ,do2,타,9,0
2664,机,平,脂,kij,L,jī,gei1,궤,3,1
2665,朽,上,有,xjuw,X,xǐu,nau2,후,14,0
2666,朿,去,寘,tshje,H,cì,ci3,자,3,0
2667,杆,去,翰,kan,H,gān,gon1,간,7,0
2668,杇,平,模,'u,L,wū,wu1,오,4,1
2669,杈,平,麻,tsrhae,L,chā,caa1,차,10,1
2670,杉,平,咸,sream,L,shān,caam3,삼,16,1
2671,杌,入,沒,ngwot,E,wù,ngat6,올,6,0
2672,李,上,止,li,X,lǐ,lei5,이,3,0
2673,杏,上,梗,haeng,X,xìng,hang6,행,12,0
2674,材,平,咍,dzoj,L,cái,coi4,재,5,1
2675,村,平,魂,dwon,L,cūn,cyun1,촌,6,1
2676,杓,平,宵,pjiew,L,sháo,soek3,표,8,1
2677,杕,去,霽,dej,H,dì,dai6,체,5,0
2678,杖,上,養,drjang,X,zhàng,zoeng6,장,11,0
2679,杗,平,陽,mjang,L,máng,mong4,망,11,1
2680,杙,入,職,yik,E,yì,jik6,익,13,0
2681,杜,上,姥,du,X,dù,dou6,두,4,0
2682,杞,上,止,khi,X,qǐ,gei2,기,3,0
2683,束,入,燭,syowk,E,shù,cuk1,속,1,0
2684,杠,平,江,kaewng,L,gāng,gong3,강,2,1
2685,来,平,咍,loj,L,lái,loi4,내,5,1
2686,杪,上,小,mjiew,X,miǎo,miu5,초,8,0
2687,杭,平,唐,hang,L,háng,hong4,항,11,1
2688,杮,去,廢,phjoj,H,fèi,fai3,폐,5,0
2689,杯,平,灰,pwoj,L,bēi,bui1,배,5,1
2690,杰,入,薛,gjet,E,jié,git6,걸,7,0
2691,東,平,東,tuwng,L,dōng,dung1,동,1,1
2692,杲,上,晧,kaw,X,gǎo,gou2,고,8,0
2693,杳,上,篠,'ew,X,yǎo,miu5,묘,8,0
2694,杴,平,嚴,xjaem,L,xiān,him1,험,16,1
2695,杵,上,語,tsyho,X,chǔ,cyu5,저,4,0
2696,杷,平,麻,bae,L,pá,paa4,파,10,1
2697,杻,上,有,nrjuw,X,chǒu,cau2,유,14,0
2698,杼,上,語,drjo,X,zhù,cyu5,저,4,0
2699,松,平,冬,sowng,L,sōng,cung4,송,1,1
2700,板,上,潸,paen,X,bǎn,baan2,판,7,0
2701,枇,平,脂,bjij,L,pí,pei4,비,3,1
2702,枉,上,養,'jwang,X,wǎng,wong2,왕,11,0
2703,枋,平,陽,pjang,L,fāng,fong1,방,11,1
2704,枌,平,文,bjun,L,fén,fan4,분,6,1
2705,枍,去,霽,'ej,H,yì,jai6,예,5,0
2706,析,入,錫,sek,E,xī,sik1,석,12,0
2707,枑,去,暮,hu,H,hù,wu6,호,4,0
2708,枒,平,麻,ngae,L,yá,aa1,야,10,1
2709,枕,平,侵,drim,L,zhěn,zam2,침,15,1
2710,林,平,侵,lim,L,lín,lam4,임,15,1
2711,枘,去,祭,nywej,H,rùi,jeoi6,예,5,0
2712,枚,平,灰,mwoj,L,méi,mui4,매,5,1
2713,果,上,果,kwa,X,guǒ,gwo2,과,9,0
2714,枝,平,支,tsye,L,zhī,zi1,지,3,1
2715,枮,平,侵,trim,L,xiān,cim1,침,15,1
2716,枯,平,模,khu,L,kū,fu1,고,4,1
2717,枰,平,庚,bjaeng,L,píng,ping4,평,12,1
2718,枲,上,止,si,X,xǐ,saai2,시,3,0
2719,枳,上,紙,tsye,X,zhī,zi2,지,3,0
2720,枵,平,宵,xjew,L,xiāo,hiu1,효,8,1
2721,架,去,禡,kae,H,jià,gaa3,가,10,0
2722,枷,平,戈,gja,L,jiā,gaa1,가,9,1
2723,枸,平,侯,kuw,L,jǔ,gau2,구,14,1
2724,枹,平,虞,bju,L,fū,baau1,포,4,1
2725,枻,去,祭,yej,H,yì,jai6,설,5,0
2726,枿,入,曷,ngat,E,niè,jit6,얼,7,0
2727,柁,上,哿,da,X,duò,to4,타,9,0
2728,柂,平,支,ye,L,yí,ji4,이,3,1
2729,柄,去,映,pjaeng,H,bǐng,beng3,병,12,0
2730,柅,平,脂,nrij,L,nǐ,nei5,이,3,1
2731,柆,入,合,lop,E,lā,laap6,납,16,0
2732,柈,平,桓,ban,L,pán,bun6,반,7,1
2733,柏,入,陌,paek,E,bǎi,paak3,백,12,0
2734,某,平,脂,sij,L,mǒu,mau5,모,3,1
2735,柑,平,談,kam,L,gān,gam1,감,16,1
2736,染,上,琰,nyem,X,rǎn,jim5,염,16,0
2737,柔,平,尤,nyuw,L,róu,jau4,유,14,1
2738,柘,去,禡,tsyae,H,zhè,ze3,자,10,0
2739,柙,入,狎,haep,E,xiá,haap6,합,16,0
2740,柚,平,尤,yuw,L,yòu,jau2,유,14,1
2741,柜,上,語,kjo,X,gùi,gwai6,거,4,0
2742,柞,入,鐸,tsak,E,zuò,zok6,작,11,0
2743,柟,平,覃,nom,L,nán,naam4,남,16,1
2744,柢,平,齊,tej,L,dǐ,dai2,저,5,1
2745,查,平,佳,dzrea,L,chá,caa4,사,5,1
2746,柧,平,模,ku,L,gū,gu1,고,4,1
2747,柩,去,宥,gjuw,H,jìu,gau6,구,14,0
2748,柬,上,產,kean,X,jiǎn,gaan2,간,7,0
2749,柮,入,沒,twot,E,duò,deot1,돌,6,0
2750,柯,平,歌,ka,L,kē,o1,가,9,1
2751,柰,去,泰,naj,H,nài,noi6,내,5,0
2752,柱,上,麌,drju,X,zhù,cyu5,주,4,0
2753,柳,平,清,trhjeng,L,lǐu,lau5,유,12,1
2754,柴,平,支,dzje,L,chái,caai4,시,3,1
2755,柵,去,諫,sraen,H,zhà,caak3,책,7,0
2756,柷,入,屋,tsyhuwk,E,zhù,zuk1,축,1,0
2757,栖,平,齊,sej,L,qī,cai1,서,5,1
2758,栗,入,質,lit,E,lì,leot6,율,6,0
2759,栝,上,忝,them,X,guā,kut3,괄,16,0
2760,栟,平,清,pjieng,L,bīng,bing1,병,12,1
2761,校,去,效,haew,H,xiào,haau6,교,8,0
2762,栢,入,陌,paek,E,bó,paak3,백,12,0
2763,栩,上,麌,hju,X,xǔ,heoi2,허,4,0
2764,株,平,虞,trju,L,zhū,zyu1,주,4,1
2765,栭,平,之,nyi,L,ér,ji4,이,3,1
2766,栱,上,腫,kjowng,X,gǒng,gung2,공,1,0
2767,栲,上,晧,khaw,X,kǎo,haau2,고,8,0
2768,栳,上,晧,law,X,lǎo,lou5,노,8,0
2769,栴,平,仙,tsyen,L,zhān,zin1,전,7,1
2770,样,平,陽,yang,L,yáng,joeng6,양,11,1
2771,核,入,屑,het,E,hé,hat6,핵,7,0
2772,根,平,痕,kon,L,gēn,gan1,근,6,1
2773,格,入,鐸,kak,E,gé,gaak3,격,11,0
2774,栽,平,咍,tsoj,L,zāi,zoi1,재,5,1
2775,桀,入,薛,gjet,E,jié,git6,걸,7,0
2776,桁,平,唐,hang,L,héng,hang4,항,11,1
2777,桂,去,霽,kwej,H,gùi,gwai3,계,5,0
2778,桃,平,豪,daw,L,táo,tou4,도,8,1
2779,桄,平,唐,kwang,L,guàng,gwong3,광,11,1
2780,桅,平,灰,ngwoj,L,wéi,wai4,외,5,1
2781,案,去,翰,'an,H,àn,on3,안,7,0
2782,桎,入,質,tsyit,E,zhì,zat6,질,6,0
2783,桐,平,東,duwng,L,tóng,tung4,동,1,1
2784,桑,平,唐,sang,L,sāng,song1,상,11,1
2785,桓,平,桓,hwan,L,huán,wun4,환,7,1
2786,桔,入,屑,ket,E,jié,gat1,길,7,0
2787,桫,平,歌,sa,L,suō,so1,사,9,1
2788,桮,平,灰,pwoj,L,bēi,bui1,배,5,1
2789,桱,去,徑,keng,H,jìng,ging3,경,12,0
2790,桴,平,虞,phju,L,fú,fu1,부,4,1
2791,桶,上,董,thuwng,X,tǒng,tung2,통,1,0
2792,桷,入,覺,kaewk,E,jué,gok3,각,2,0
2793,桹,平,唐,lang,L,láng,long4,낭,11,1
2794,桼,入,質,tshit,E,qī,cat1,칠,6,0
2795,桿,去,翰,kan,H,gǎn,gon3,간,7,0
2796,梁,平,陽,ljang,L,liáng,loeng4,양,11,1
2797,梃,上,迥,deng,X,tǐng,ting5,정,12,0
2798,梅,平,灰,mwoj,L,méi,mui4,매,5,1
2799,梏,入,沃,kowk,E,gù,guk1,곡,1,0
2800,梐,平,齊,pej,L,bì,bai6,폐,5,1
2801,梓,上,止,tsi,X,zǐ,zi2,재,3,0
2802,梔,平,支,tsye,L,zhī,zi1,치,3,1
2803,梗,上,梗,kaeng,X,gěng,gang2,경,12,0
2804,梜,入,怗,kep,E,jiá,gaap3,협,16,0
2805,條,平,蕭,dew,L,tiáo,tiu4,조,8,1
2806,梟,平,蕭,kew,L,xiāo,hiu1,효,8,1
2807,梢,平,肴,sraew,L,shāo,saau1,초,8,1
2808,梧,平,模,ngu,L,wú,ng4,오,4,1
2809,梨,平,脂,lij,L,lí,lei4,이,3,1
2810,梩,平,之,li,L,lí,lei4,이,3,1
2811,梭,平,戈,swa,L,suō,so1,사,9,1
2812,梯,平,齊,thej,L,tī,tai1,제,5,1
2813,械,去,怪,heaj,H,xiè,haai6,계,5,0
2814,梲,入,沒,thwot,E,zhuó,zyut3,탈,6,0
2815,梳,平,魚,srjo,L,shū,so1,소,4,1
2816,梵,平,東,bjuwng,L,fàn,faan6,범,1,1
2817,棃,平,脂,lij,L,lí,lei4,이,3,1
2818,棄,去,至,khjij,H,qì,hei3,기,3,0
2819,棉,平,仙,mjien,L,mián,min4,면,7,1
2820,棊,平,之,gi,L,qí,kei4,기,3,1
2821,棋,平,之,gi,L,qí,kei4,기,3,1
2822,棐,上,尾,pj+j,X,fěi,fei2,비,3,0
2823,棒,上,講,baewng,X,bàng,paang5,봉,2,0
2824,棕,平,東,tsuwng,L,zōng,zung1,종,1,1
2825,棖,平,庚,draeng,L,chéng,caang4,정,12,1
2826,棗,上,晧,tsaw,X,zǎo,zou2,조,8,0
2827,棘,入,職,kik,E,jí,gik1,극,13,0
2828,棚,平,庚,baeng,L,péng,paang4,붕,12,1
2829,棟,去,送,tuwng,H,dòng,dung6,동,1,0
2830,棠,平,唐,dang,L,táng,tong4,당,11,1
2831,棣,去,霽,dej,H,dì,dai6,체,5,0
2832,棧,上,產,dzrean,X,zhàn,zaan6,잔,7,0
2833,棨,上,薺,khej,X,qǐ,kai2,계,5,0
2834,棫,入,職,hwik,E,yù,wik6,역,13,0
2835,棬,平,仙,khjwen,L,quān,hyun1,권,7,1
2836,森,平,侵,srim,L,sēn,sam1,삼,15,1
2837,棰,平,脂,drwij,L,chúi,ceoi4,추,3,1
2838,棱,平,登,long,L,léng,ling4,능,13,1
2839,棲,平,齊,sej,L,qī,cai1,서,5,1
2840,棹,去,效,draew,H,zhuō,zaau6,도,8,0
2841,棺,平,桓,kwan,L,guān,gun1,관,7,1
2842,棼,平,文,bjun,L,fén,fan4,분,6,1
2843,椀,上,緩,'wan,X,wǎn,wun2,완,7,0
2844,椁,入,鐸,kwak,E,guǒ,gwok3,곽,11,0
2845,椅,平,支,'je,L,yǐ,ji2,의,3,1
2846,植,去,志,dri,H,zhí,zik6,식,3,0
2847,椎,平,脂,drwij,L,zhūi,ceoi4,추,3,1
2848,椏,平,麻,'ae,L,yā,aa1,아,10,1
2849,椑,平,支,pjie,L,bēi,pei4,비,3,1
2850,椒,平,宵,tsjew,L,jiāo,ziu1,초,8,1
2851,椰,平,麻,yae,L,yé,je4,야,10,1
2852,椳,平,灰,'woj,L,wēi,wui1,외,5,1
2853,椶,平,東,tsuwng,L,zōng,zung1,종,1,1
2854,椹,平,侵,trim,L,shèn,zam1,침,15,1
2855,椽,平,仙,drjwen,L,chuán,cyun4,연,7,1
2856,椿,平,諄,trhwin,L,chūn,ceon1,춘,6,1
2857,楀,上,麌,hju,X,yǔ,jyu5,우,4,0
2858,楁,入,陌,haek,E,hé,haak6,격,12,0
2859,楂,平,麻,dzrae,L,zhā,zaa1,사,10,1
2860,楊,平,陽,yang,L,yáng,joeng4,양,11,1
2861,楓,平,東,pjuwng,L,fēng,fung1,풍,1,1
2862,楔,入,鎋,keat,E,xiē,sit3,설,7,0
2863,楖,入,質,tsit,E,zhì,zit3,즐,6,0
2864,楗,上,阮,gjon,X,jiàn,gin6,건,6,0
2865,楚,上,語,tsrhjo,X,chǔ,co2,초,4,0
2866,楝,去,霰,len,H,liàn,lin6,연,7,0
2867,楞,平,登,long,L,léng,ling4,능,13,1
2868,楟,平,青,deng,L,tíng,ting4,정,12,1
2869,楠,平,覃,nom,L,nán,naam4,남,16,1
2870,楢,平,尤,yuw,L,yóu,jau4,유,14,1
2871,楣,平,脂,mij,L,méi,mei4,미,3,1
2872,楥,去,願,xjwon,H,xuàn,jyun4,원,6,0
2873,楦,去,願,xjwon,H,xuàn,hyun3,훤,6,0
2874,楨,平,清,trjeng,L,zhēn,zing1,정,12,1
2875,楩,平,仙,bjien,L,pián,pin4,편,7,1
2876,楪,入,葉,yep,E,yè,dip6,접,16,0
2877,楫,入,緝,dzip,E,jí,zip3,즙,15,0
2878,業,入,業,ngjaep,E,yè,jip6,업,16,0
2879,楮,上,語,trhjo,X,chǔ,cyu5,저,4,0
2880,楯,平,諄,trhwin,L,shǔn,seon5,순,6,1
2881,楳,平,灰,mwoj,L,méi,mui4,매,5,1
2882,極,入,職,gik,E,jí,gik6,극,13,0
2883,楶,入,屑,tset,E,jié,zit3,절,7,0
2884,楷,平,皆,keaj,L,kǎi,kaai2,해,5,1
2885,楸,平,尤,tshjuw,L,qīu,cau1,추,14,1
2886,楹,平,清,yeng,L,yíng,jing4,영,12,1
2887,楼,平,侯,luw,L,lóu,lau4,누,14,1
2888,概,去,代,koj,H,gài,koi3,개,5,0
2889,榅,入,沒,'wot,E,yún,wat1,온,6,0
2890,榆,平,虞,yu,L,yú,jyu4,유,4,1
2891,榍,入,屑,set,E,xiè,sit3,설,7,0
2892,榔,平,唐,lang,L,láng,long4,낭,11,1
2893,榛,平,臻,tsrin,L,zhēn,zeon1,진,6,1
2894,榜,平,庚,baeng,L,bǎng,bong2,방,12,1
2895,榝,入,鎋,sreat,E,shā,saat3,살,7,0
2896,榠,平,青,meng,L,míng,ming4,명,12,1
2897,榦,平,寒,kan,L,gàn,gon3,간,7,1
2898,榧,上,尾,pj+j,X,fěi,fei2,비,3,0
2899,榨,去,禡,tsrae,H,zhà,zaa3,자,10,0
2900,榭,去,禡,zjae,H,xiè,ze6,사,10,0
2901,榮,平,庚,hjwaeng,L,róng,wing4,영,12,1
2902,榰,平,支,tsye,L,zhī,zi1,지,3,1
2903,榱,平,脂,srwij,L,cūi,ceoi1,최,3,1
2904,榴,平,尤,ljuw,L,líu,lau4,유,14,1
2905,榷,入,覺,kaewk,E,què,kok3,교,2,0
2906,榸,平,皆,treaj,L,zhāi,zaai1,채,5,1
2907,榻,入,盍,thap,E,tà,taap3,탑,16,0
2908,榼,入,盍,khap,E,kè,hap6,합,16,0
2909,榾,入,沒,kwot,E,gù,gwat1,골,6,0
2910,槀,上,晧,kaw,X,kǎo,gou2,고,8,0
2911,槁,上,晧,khaw,X,gǎo,gou2,고,8,0
2912,槃,平,桓,ban,L,pán,pun4,반,7,1
2913,槊,入,覺,sraewk,E,shuò,sok3,삭,2,0
2914,構,去,候,kuw,H,gòu,kau3,구,14,0
2915,槌,平,脂,drwij,L,chúi,ceoi4,퇴,3,1
2916,槍,平,陽,tshjang,L,qiāng,coeng1,창,11,1
2917,槎,平,麻,dzrae,L,chá,caa4,차,10,1
2918,槐,平,皆,hweaj,L,huái,waai4,괴,5,1
2919,槖,入,鐸,thak,E,tuò,tok3,탁,11,0
2920,槜,平,脂,tswij,L,zùi,zeoi3,취,3,1
2921,槧,平,鹽,tshjem,L,qiàn,cim3,참,16,1
2922,槨,入,鐸,kwak,E,guǒ,gwok3,곽,11,0
2923,槩,去,代,koj,H,gài,koi3,개,5,0
2924,槭,入,屋,tsjuwk,E,cù,cik1,색,1,0
2925,槮,平,侵,srim,L,sēn,sam1,삼,15,1
2926,槱,平,尤,yuw,L,yǒu,jau5,유,14,1
2927,槲,入,屋,huwk,E,hú,huk6,곡,1,0
2928,槳,上,養,tsjang,X,jiǎng,zoeng2,장,11,0
2929,槹,平,豪,kaw,L,gāo,gou1,고,8,1
2930,槽,平,豪,tsaw,L,cáo,cou4,조,8,1
2931,槿,上,隱,kj+n,X,jǐn,gan2,근,6,0
2932,樁,平,江,traewng,L,zhuāng,zong1,장,2,1
2933,樂,去,效,ngaew,H,lè,lok6,낙,8,0
2934,樅,平,鍾,tsjowng,L,cōng,cung1,종,1,1
2935,樊,平,元,bjon,L,fán,faan4,번,6,1
2936,樐,上,姥,lu,X,lǔ,lou5,노,4,0
2937,樑,平,陽,ljang,L,liáng,loeng4,양,11,1
2938,樓,平,侯,luw,L,lóu,lau4,누,14,1
2939,樕,入,屋,suwk,E,sù,cuk1,속,1,0
2940,標,平,宵,pjiew,L,biāo,biu1,표,8,1
2941,樛,平,幽,kjiw,L,jīu,gau1,규,14,1
2942,樝,平,麻,tsrae,L,zhā,zaa1,사,10,1
2943,樞,平,虞,tsyhu,L,shū,syu1,추,4,1
2944,樟,平,陽,tsyang,L,zhāng,zoeng1,장,11,1
2945,樠,平,元,mjon,L,mén,mun4,만,6,1
2946,模,平,模,mu,L,mó,mou4,모,4,1
2947,樣,平,陽,yang,L,yàng,joeng6,양,11,1
2948,横,平,唐,kwang,L,héng,waang4,횡,11,1
2949,樴,入,職,tsyik,E,zhí,zik1,직,13,0
2950,樵,平,宵,dzjew,L,qiáo,ciu4,초,8,1
2951,樷,平,東,dzuwng,L,cōng,cung4,총,1,1
2952,樸,平,模,bu,L,pú,pok3,박,4,1
2953,樹,上,麌,dzyu,X,shù,syu6,수,4,0
2954,樺,平,麻,hwae,L,huà,waa4,화,10,1
2955,樽,平,諄,tshwin,L,zūn,zeon1,준,6,1
2956,樾,入,月,hjwot,E,yuè,jyut6,월,6,0
2957,樿,上,獮,tsyen,X,zhǎn,sin6,전,7,0
2958,橄,上,敢,kam,X,gǎn,gam2,감,16,0
2959,橅,平,模,mu,L,mó,mou4,모,4,1
2960,橇,平,宵,khjew,L,qiāo,hiu1,취,8,1
2961,橈,平,宵,nyew,L,náo,naau4,요,8,1
2962,橋,平,宵,gjew,L,qiáo,kiu4,교,8,1
2963,橐,入,鐸,thak,E,tuó,tok3,탁,11,0
2964,橘,入,術,kjwit,E,jú,gwat1,귤,6,0
2965,橙,平,耕,dreang,L,chéng,caang2,등,12,1
2966,橛,入,月,kjwot,E,jué,kyut3,궐,6,0
2967,機,平,脂,kij,L,jī,gei1,기,3,1
2968,橡,上,養,zjang,X,xiàng,zoeng6,상,11,0
2969,橢,上,果,thwa,X,tuǒ,to5,타,9,0
2970,橦,平,東,duwng,L,chuáng,tung4,동,1,1
2971,橧,平,蒸,dzing,L,zēng,zang1,증,13,1
2972,橫,平,唐,kwang,L,héng,waang4,횡,11,1
2973,橰,平,豪,kaw,L,gāo,gou1,고,8,1
2974,檀,平,寒,dan,L,tán,taan4,단,7,1
2975,檄,入,錫,hek,E,xí,hat6,격,12,0
2976,檉,平,清,trhjeng,L,chēng,cing1,정,12,1
2977,檎,平,侵,gim,L,qín,kam4,금,15,1
2978,檐,平,鹽,yem,L,yán,jim4,첨,16,1
2979,檗,入,麥,peak,E,bò,paak3,벽,12,0
2980,檛,平,戈,khwa,L,zhuā,zaa1,과,9,1
2981,檜,上,忝,them,X,gùi,kui2,회,16,0
2982,檝,入,緝,dzip,E,jí,zip3,즙,15,0
2983,檟,上,馬,kae,X,jiǎ,gaa2,가,10,0
2984,檠,平,庚,gjaeng,L,qíng,king4,경,12,1
2985,檢,上,琰,kjem,X,jiǎn,gim2,검,16,0
2986,檣,平,陽,dzjang,L,qiáng,coeng4,장,11,1
2987,檥,上,紙,ngje,X,yǐ,ngai5,의,3,0
2988,檮,平,豪,daw,L,táo,tou4,도,8,1
2989,檳,平,眞,pjin,L,bīn,ban1,빈,6,1
2990,檻,上,檻,haem,X,jiàn,laam6,함,16,0
2991,檾,上,靜,khjwieng,X,qǐng,king2,경,12,0
2992,檿,上,琰,'jiem,X,yǎn,jim2,염,16,0
2993,櫂,去,效,draew,H,zhào,zaau6,도,8,0
2994,櫃,上,語,kjo,X,gùi,gwai6,궤,4,0
2995,櫑,平,灰,lwoj,L,lěi,leoi4,뇌,5,1
2996,櫓,平,模,lu,L,lǔ,lou5,노,4,1
2997,櫚,平,魚,ljo,L,lv́,leoi4,여,4,1
2998,櫛,入,櫛,tsrit,E,jié,zit3,즐,6,0
2999,櫜,平,豪,kaw,L,gāo,gou1,고,8,1
3000,櫝,入,屋,duwk,E,dú,duk6,독,1,0
3001,櫟,入,藥,yak,E,lì,lik1,역,11,0
3002,櫧,平,魚,tsyo,L,zhū,zyu1,저,4,1
3003,櫨,平,模,lu,L,lú,lou4,노,4,1
3004,櫩,平,鹽,yem,L,yán,jim4,염,16,1
3005,櫪,入,錫,lek,E,lì,lik1,역,12,0
3006,櫬,去,櫬,tsrhin,H,chèn,can3,친,6,0
3007,櫱,入,曷,ngat,E,niè,jit6,얼,7,0
3008,櫳,平,東,luwng,L,lóng,lung4,농,1,1
3009,櫸,上,語,kjo,X,jǔ,geoi2,거,4,0
3010,櫺,平,青,leng,L,líng,ling4,영,12,1
3011,櫻,平,耕,'eang,L,yīng,jing1,앵,12,1
3012,欀,平,陽,sjang,L,xiāng,soeng1,양,11,1
3013,欃,平,咸,dzream,L,chán,caam4,참,16,1
3014,欄,平,寒,lan,L,lán,laan4,난,7,1
3015,權,平,仙,gjwen,L,quán,kyun4,권,7,1
3016,欏,平,歌,la,L,luó,lo4,나,9,1
3017,欒,平,桓,lwan,L,luán,lyun4,난,7,1
3018,欖,上,敢,lam,X,lǎn,laam5,남,16,0
3019,欛,去,禡,pae,H,bà,baa3,파,10,0
3020,欝,入,物,'jut,E,yù,wat1,울,6,0
3021,欞,平,青,leng,L,líng,ling4,영,12,1
3022,欠,去,釅,khjaem,H,qiàn,him3,흠,16,0
3023,次,去,至,tshij,H,cì,ci3,차,3,0
3024,欣,平,欣,xj+n,L,xīn,jan1,흔,6,1
3025,欬,平,咍,hoj,L,kài,kat1,해,5,1
3026,欱,入,合,xop,E,xià,hap6,합,16,0
3027,欲,入,燭,yowk,E,yù,juk6,욕,1,0
3028,欵,上,緩,khwan,X,kuǎn,fun2,관,7,0
3029,欷,平,微,xj+j,L,xī,hei1,희,3,1
3030,欸,平,咍,'oj,L,ǎi,ei6,애,5,1
3031,欹,平,支,'je,L,yī,ji1,의,3,1
3032,欺,平,之,khi,L,qī,hei1,기,3,1
3033,欻,入,物,xjut,E,xū,fat1,훌,6,0
3034,欽,平,侵,khim,L,qīn,jam1,흠,15,1
3035,款,上,緩,khwan,X,kuǎn,fun2,관,7,0
3036,欿,上,感,hom,X,kǎn,ham2,감,16,0
3037,歃,入,葉,srjep,E,shà,saap3,삽,16,0
3038,歅,平,眞,'jin,L,yīn,jan1,인,6,1
3039,歆,平,侵,xim,L,xīn,jam1,흠,15,1
3040,歇,入,月,xjot,E,xiē,hit3,헐,6,0
3041,歈,平,虞,yu,L,yú,jyu4,유,4,1
3042,歉,上,忝,khem,X,qiàn,hip3,겸,16,0
3043,歊,平,宵,xjew,L,xiāo,hiu1,효,8,1
3044,歌,平,歌,ka,L,gē,go1,가,9,1
3045,歎,平,寒,than,L,tàn,taan3,탄,7,1
3046,歐,平,侯,'uw,L,ōu,au1,구,14,1
3047,歔,平,魚,xjo,L,xū,heoi1,허,4,1
3048,歕,平,魂,phwon,L,pēn,pan3,분,6,1
3049,歗,去,嘯,sew,H,xiào,siu3,소,8,0
3050,歙,入,緝,xip,E,xī,kap1,흡,15,0
3051,歛,平,談,xam,L,hān,lim5,감,16,1
3052,歜,上,感,dzom,X,chù,cuk1,촉,16,0
3053,歟,平,魚,yo,L,yú,jyu4,여,4,1
3054,歠,上,止,tsrhi,X,chuò,zyut3,철,3,0
3055,歡,平,桓,xwan,L,huān,fun1,환,7,1
3056,止,上,止,tsyi,X,zhǐ,zi2,지,3,0
3057,正,平,清,tsyeng,L,zhèng,zing3,정,12,1
3058,此,上,紙,tshje,X,cǐ,ci2,차,3,0
3059,步,去,暮,bu,H,bù,bou6,보,4,0
